"","X","ID_SOCIETE","NOM_SOCIETE","TYPE_SOC","FUSION","FAILLITE","CREATION","ID_CA","ID_BRANCHE","ANNEE","Ch_Aff","NOM_BRANCHE","PRESTATION","ID_EVENT","LIBELLE","TYPE_EVENT"
"26",1,"S1","SAFA","NON VIE","non","oui",1995,"CA65","B4",2016,"176233177","RESPONSABILITE CIVILE GENERALE",NA,"ev3","Paiement obligatoire de la prime avant la prise d'effet du contrat d'assurance.","Sous regional"
"27",1,"S1","SAFA","NON VIE","non","oui",1995,"CA65","B4",2016,"176233177","RESPONSABILITE CIVILE GENERALE",NA,"ev11","Augmentation du capital minimum des societes et du fonds d'etablissement des societes d'assurances mutuelles(1 à 5 milliards FCFA pour les societes anonymes et de 800 millions de FCFA pour les societes mutuelles)","Sous regional"
"28",1,"S1","SAFA","NON VIE","non","oui",1995,"CA65","B4",2016,"176233177","RESPONSABILITE CIVILE GENERALE",NA,"ev12","Autorisation d’exercer des experts en évaluation évaluation immobilière auprès des entreprises d’assurances, de micro-assurance et de réassurance.","Sous regional"
"29",1,"S1","SAFA","NON VIE","non","oui",1995,"CA84","B5",2011,"16317374","TRANSPORTS",NA,"ev5","Création du pool TPV(Transport Public Voyageur) en CI","National"
"30",1,"S1","SAFA","NON VIE","non","oui",1995,"CA84","B5",2011,"16317374","TRANSPORTS",NA,"ev6","Obligation aux compagnies d'assurances d'informer les autorités de controle sur les sinistres de grande ampleur relatifs aux accidents de la circulation","Sous regional"
"31",1,"S1","SAFA","NON VIE","non","oui",1995,"CA85","B5",2012,"63336511","TRANSPORTS",NA,"ev4","Organisation des oppérations de micro-assurance dans la zone CIMA","Sous regional"
"32",1,"S1","SAFA","NON VIE","non","oui",1995,"CA89","B5",2016,"94333322","TRANSPORTS",NA,"ev2","Obligation d’information de la commission régionale de contrôle des assurances(CRCA) par les commissaires aux comptes des sociétés d’assurance et de réassurance","Sous regional"
"33",1,"S1","SAFA","NON VIE","non","oui",1995,"CA89","B5",2016,"94333322","TRANSPORTS",NA,"ev3","Paiement obligatoire de la prime avant la prise d'effet du contrat d'assurance.","Sous regional"
"34",1,"S1","SAFA","NON VIE","non","oui",1995,"CA89","B5",2016,"94333322","TRANSPORTS",NA,"ev11","Augmentation du capital minimum des societes et du fonds d'etablissement des societes d'assurances mutuelles(1 à 5 milliards FCFA pour les societes anonymes et de 800 millions de FCFA pour les societes mutuelles)","Sous regional"
"35",1,"S1","SAFA","NON VIE","non","oui",1995,"CA89","B5",2016,"94333322","TRANSPORTS",NA,"ev12","Autorisation d’exercer des experts en évaluation évaluation immobilière auprès des entreprises d’assurances, de micro-assurance et de réassurance.","Sous regional"
"36",2,"S1","2ACI, ex SAFA","NON VIE","non","non",2017,"CA15","B1",2017,"784190568","ACCIDENTS CORPORELS",NA,"ev10","Interdiction de souscrire une assurance directe à l'étranger","Sous regional"
"37",2,"S1","2ACI, ex SAFA","NON VIE","non","non",2017,"CA16","B1",2018,"796119734","ACCIDENTS CORPORELS",NA,"ev8","Modification du régime financier applicable aux société d'assurance","Sous regional"
"38",2,"S1","2ACI, ex SAFA","NON VIE","non","non",2017,"CA16","B1",2018,"796119734","ACCIDENTS CORPORELS",NA,"ev9","Modification des dispositions relatives aux sanctions en assurances","Sous regional"
"39",2,"S1","2ACI, ex SAFA","NON VIE","non","non",2017,"CA17","B1",2019,"843113862","ACCIDENTS CORPORELS",NA,"ev7","Règlementation des opérations d'assurance Takaful dans les Etats membres .","Socio-economique"
"40",2,"S1","2ACI, ex SAFA","NON VIE","non","non",2017,"CA32","B2",2017,"1966938150","AUTOMOBILE",NA,"ev10","Interdiction de souscrire une assurance directe à l'étranger","Sous regional"
"41",2,"S1","2ACI, ex SAFA","NON VIE","non","non",2017,"CA33","B2",2018,"2537122920","AUTOMOBILE",NA,"ev8","Modification du régime financier applicable aux société d'assurance","Sous regional"
"42",2,"S1","2ACI, ex SAFA","NON VIE","non","non",2017,"CA33","B2",2018,"2537122920","AUTOMOBILE",NA,"ev9","Modification des dispositions relatives aux sanctions en assurances","Sous regional"
"43",2,"S1","2ACI, ex SAFA","NON VIE","non","non",2017,"CA34","B2",2019,"2462759103","AUTOMOBILE",NA,"ev7","Règlementation des opérations d'assurance Takaful dans les Etats membres .","Socio-economique"
"44",2,"S1","2ACI, ex SAFA","NON VIE","non","non",2017,"CA49","B3",2017,"519860877","INCENDIE & AD",NA,"ev10","Interdiction de souscrire une assurance directe à l'étranger","Sous regional"
"45",2,"S1","2ACI, ex SAFA","NON VIE","non","non",2017,"CA50","B3",2018,"650335772","INCENDIE & AD",NA,"ev8","Modification du régime financier applicable aux société d'assurance","Sous regional"
"46",2,"S1","2ACI, ex SAFA","NON VIE","non","non",2017,"CA50","B3",2018,"650335772","INCENDIE & AD",NA,"ev9","Modification des dispositions relatives aux sanctions en assurances","Sous regional"
"47",2,"S1","2ACI, ex SAFA","NON VIE","non","non",2017,"CA51","B3",2019,"907405287","INCENDIE & AD",NA,"ev7","Règlementation des opérations d'assurance Takaful dans les Etats membres .","Socio-economique"
"48",2,"S1","2ACI, ex SAFA","NON VIE","non","non",2017,"CA66","B4",2017,"193301439","RESPONSABILITE CIVILE GENERALE",NA,"ev10","Interdiction de souscrire une assurance directe à l'étranger","Sous regional"
"49",2,"S1","2ACI, ex SAFA","NON VIE","non","non",2017,"CA67","B4",2018,"326938373","RESPONSABILITE CIVILE GENERALE",NA,"ev8","Modification du régime financier applicable aux société d'assurance","Sous regional"
"50",2,"S1","2ACI, ex SAFA","NON VIE","non","non",2017,"CA67","B4",2018,"326938373","RESPONSABILITE CIVILE GENERALE",NA,"ev9","Modification des dispositions relatives aux sanctions en assurances","Sous regional"
"51",2,"S1","2ACI, ex SAFA","NON VIE","non","non",2017,"CA68","B4",2019,"384740721","RESPONSABILITE CIVILE GENERALE",NA,"ev7","Règlementation des opérations d'assurance Takaful dans les Etats membres .","Socio-economique"
"52",2,"S1","2ACI, ex SAFA","NON VIE","non","non",2017,"CA90","B5",2017,"178783825","TRANSPORTS",NA,"ev10","Interdiction de souscrire une assurance directe à l'étranger","Sous regional"
"53",2,"S1","2ACI, ex SAFA","NON VIE","non","non",2017,"CA91","B5",2018,"123418465","TRANSPORTS",NA,"ev8","Modification du régime financier applicable aux société d'assurance","Sous regional"
"54",2,"S1","2ACI, ex SAFA","NON VIE","non","non",2017,"CA91","B5",2018,"123418465","TRANSPORTS",NA,"ev9","Modification des dispositions relatives aux sanctions en assurances","Sous regional"
"55",2,"S1","2ACI, ex SAFA","NON VIE","non","non",2017,"CA92","B5",2019,"509563929","TRANSPORTS",NA,"ev7","Règlementation des opérations d'assurance Takaful dans les Etats membres .","Socio-economique"
"56",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA387","B1",2011,"1759307398","ACCIDENTS CORPORELS",NA,"ev5","Création du pool TPV(Transport Public Voyageur) en CI","National"
"57",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA387","B1",2011,"1759307398","ACCIDENTS CORPORELS",NA,"ev6","Obligation aux compagnies d'assurances d'informer les autorités de controle sur les sinistres de grande ampleur relatifs aux accidents de la circulation","Sous regional"
"58",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA388","B1",2012,"951769407","ACCIDENTS CORPORELS",NA,"ev4","Organisation des oppérations de micro-assurance dans la zone CIMA","Sous regional"
"59",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA392","B1",2016,"3426717782","ACCIDENTS CORPORELS",NA,"ev2","Obligation d’information de la commission régionale de contrôle des assurances(CRCA) par les commissaires aux comptes des sociétés d’assurance et de réassurance","Sous regional"
"60",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA392","B1",2016,"3426717782","ACCIDENTS CORPORELS",NA,"ev3","Paiement obligatoire de la prime avant la prise d'effet du contrat d'assurance.","Sous regional"
"61",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA392","B1",2016,"3426717782","ACCIDENTS CORPORELS",NA,"ev11","Augmentation du capital minimum des societes et du fonds d'etablissement des societes d'assurances mutuelles(1 à 5 milliards FCFA pour les societes anonymes et de 800 millions de FCFA pour les societes mutuelles)","Sous regional"
"62",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA392","B1",2016,"3426717782","ACCIDENTS CORPORELS",NA,"ev12","Autorisation d’exercer des experts en évaluation évaluation immobilière auprès des entreprises d’assurances, de micro-assurance et de réassurance.","Sous regional"
"63",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA393","B1",2017,"3908912873","ACCIDENTS CORPORELS",NA,"ev10","Interdiction de souscrire une assurance directe à l'étranger","Sous regional"
"64",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA394","B1",2018,"4346615023","ACCIDENTS CORPORELS",NA,"ev8","Modification du régime financier applicable aux société d'assurance","Sous regional"
"65",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA394","B1",2018,"4346615023","ACCIDENTS CORPORELS",NA,"ev9","Modification des dispositions relatives aux sanctions en assurances","Sous regional"
"66",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA395","B1",2019,"5668577766","ACCIDENTS CORPORELS",NA,"ev7","Règlementation des opérations d'assurance Takaful dans les Etats membres .","Socio-economique"
"67",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA400","B2",2011,"1943636308","AUTOMOBILE",NA,"ev5","Création du pool TPV(Transport Public Voyageur) en CI","National"
"68",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA400","B2",2011,"1943636308","AUTOMOBILE",NA,"ev6","Obligation aux compagnies d'assurances d'informer les autorités de controle sur les sinistres de grande ampleur relatifs aux accidents de la circulation","Sous regional"
"69",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA401","B2",2012,"1561888887","AUTOMOBILE",NA,"ev4","Organisation des oppérations de micro-assurance dans la zone CIMA","Sous regional"
"70",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA405","B2",2016,"4477489489","AUTOMOBILE",NA,"ev2","Obligation d’information de la commission régionale de contrôle des assurances(CRCA) par les commissaires aux comptes des sociétés d’assurance et de réassurance","Sous regional"
"71",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA405","B2",2016,"4477489489","AUTOMOBILE",NA,"ev3","Paiement obligatoire de la prime avant la prise d'effet du contrat d'assurance.","Sous regional"
"72",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA405","B2",2016,"4477489489","AUTOMOBILE",NA,"ev11","Augmentation du capital minimum des societes et du fonds d'etablissement des societes d'assurances mutuelles(1 à 5 milliards FCFA pour les societes anonymes et de 800 millions de FCFA pour les societes mutuelles)","Sous regional"
"73",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA405","B2",2016,"4477489489","AUTOMOBILE",NA,"ev12","Autorisation d’exercer des experts en évaluation évaluation immobilière auprès des entreprises d’assurances, de micro-assurance et de réassurance.","Sous regional"
"74",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA406","B2",2017,"4819702994","AUTOMOBILE",NA,"ev10","Interdiction de souscrire une assurance directe à l'étranger","Sous regional"
"75",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA407","B2",2018,"5325012480","AUTOMOBILE",NA,"ev8","Modification du régime financier applicable aux société d'assurance","Sous regional"
"76",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA407","B2",2018,"5325012480","AUTOMOBILE",NA,"ev9","Modification des dispositions relatives aux sanctions en assurances","Sous regional"
"77",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA408","B2",2019,"5684128616","AUTOMOBILE",NA,"ev7","Règlementation des opérations d'assurance Takaful dans les Etats membres .","Socio-economique"
"78",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA413","B3",2011,"343414405","INCENDIE & AD",NA,"ev5","Création du pool TPV(Transport Public Voyageur) en CI","National"
"79",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA413","B3",2011,"343414405","INCENDIE & AD",NA,"ev6","Obligation aux compagnies d'assurances d'informer les autorités de controle sur les sinistres de grande ampleur relatifs aux accidents de la circulation","Sous regional"
"80",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA414","B3",2012,"175176000","INCENDIE & AD",NA,"ev4","Organisation des oppérations de micro-assurance dans la zone CIMA","Sous regional"
"81",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA418","B3",2016,"1286039398","INCENDIE & AD",NA,"ev2","Obligation d’information de la commission régionale de contrôle des assurances(CRCA) par les commissaires aux comptes des sociétés d’assurance et de réassurance","Sous regional"
"82",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA418","B3",2016,"1286039398","INCENDIE & AD",NA,"ev3","Paiement obligatoire de la prime avant la prise d'effet du contrat d'assurance.","Sous regional"
"83",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA418","B3",2016,"1286039398","INCENDIE & AD",NA,"ev11","Augmentation du capital minimum des societes et du fonds d'etablissement des societes d'assurances mutuelles(1 à 5 milliards FCFA pour les societes anonymes et de 800 millions de FCFA pour les societes mutuelles)","Sous regional"
"84",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA418","B3",2016,"1286039398","INCENDIE & AD",NA,"ev12","Autorisation d’exercer des experts en évaluation évaluation immobilière auprès des entreprises d’assurances, de micro-assurance et de réassurance.","Sous regional"
"85",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA419","B3",2017,"1462772539","INCENDIE & AD",NA,"ev10","Interdiction de souscrire une assurance directe à l'étranger","Sous regional"
"86",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA420","B3",2018,"1602478543","INCENDIE & AD",NA,"ev8","Modification du régime financier applicable aux société d'assurance","Sous regional"
"87",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA420","B3",2018,"1602478543","INCENDIE & AD",NA,"ev9","Modification des dispositions relatives aux sanctions en assurances","Sous regional"
"88",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA421","B3",2019,"1834517786","INCENDIE & AD",NA,"ev7","Règlementation des opérations d'assurance Takaful dans les Etats membres .","Socio-economique"
"89",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA426","B4",2011,"104703080","RESPONSABILITE CIVILE GENERALE",NA,"ev5","Création du pool TPV(Transport Public Voyageur) en CI","National"
"90",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA426","B4",2011,"104703080","RESPONSABILITE CIVILE GENERALE",NA,"ev6","Obligation aux compagnies d'assurances d'informer les autorités de controle sur les sinistres de grande ampleur relatifs aux accidents de la circulation","Sous regional"
"91",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA427","B4",2012,"70237966","RESPONSABILITE CIVILE GENERALE",NA,"ev4","Organisation des oppérations de micro-assurance dans la zone CIMA","Sous regional"
"92",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA431","B4",2016,"309126574","RESPONSABILITE CIVILE GENERALE",NA,"ev2","Obligation d’information de la commission régionale de contrôle des assurances(CRCA) par les commissaires aux comptes des sociétés d’assurance et de réassurance","Sous regional"
"93",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA431","B4",2016,"309126574","RESPONSABILITE CIVILE GENERALE",NA,"ev3","Paiement obligatoire de la prime avant la prise d'effet du contrat d'assurance.","Sous regional"
"94",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA431","B4",2016,"309126574","RESPONSABILITE CIVILE GENERALE",NA,"ev11","Augmentation du capital minimum des societes et du fonds d'etablissement des societes d'assurances mutuelles(1 à 5 milliards FCFA pour les societes anonymes et de 800 millions de FCFA pour les societes mutuelles)","Sous regional"
"95",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA431","B4",2016,"309126574","RESPONSABILITE CIVILE GENERALE",NA,"ev12","Autorisation d’exercer des experts en évaluation évaluation immobilière auprès des entreprises d’assurances, de micro-assurance et de réassurance.","Sous regional"
"96",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA432","B4",2017,"423584281","RESPONSABILITE CIVILE GENERALE",NA,"ev10","Interdiction de souscrire une assurance directe à l'étranger","Sous regional"
"97",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA433","B4",2018,"437080315","RESPONSABILITE CIVILE GENERALE",NA,"ev8","Modification du régime financier applicable aux société d'assurance","Sous regional"
"98",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA433","B4",2018,"437080315","RESPONSABILITE CIVILE GENERALE",NA,"ev9","Modification des dispositions relatives aux sanctions en assurances","Sous regional"
"99",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA434","B4",2019,"581117211","RESPONSABILITE CIVILE GENERALE",NA,"ev7","Règlementation des opérations d'assurance Takaful dans les Etats membres .","Socio-economique"
"100",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA459","B5",2011,"-363333963","TRANSPORTS",NA,"ev5","Création du pool TPV(Transport Public Voyageur) en CI","National"
"101",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA459","B5",2011,"-363333963","TRANSPORTS",NA,"ev6","Obligation aux compagnies d'assurances d'informer les autorités de controle sur les sinistres de grande ampleur relatifs aux accidents de la circulation","Sous regional"
"102",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA460","B5",2012,"97036272","TRANSPORTS",NA,"ev4","Organisation des oppérations de micro-assurance dans la zone CIMA","Sous regional"
"103",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA464","B5",2016,"421756970","TRANSPORTS",NA,"ev2","Obligation d’information de la commission régionale de contrôle des assurances(CRCA) par les commissaires aux comptes des sociétés d’assurance et de réassurance","Sous regional"
"104",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA464","B5",2016,"421756970","TRANSPORTS",NA,"ev3","Paiement obligatoire de la prime avant la prise d'effet du contrat d'assurance.","Sous regional"
"105",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA464","B5",2016,"421756970","TRANSPORTS",NA,"ev11","Augmentation du capital minimum des societes et du fonds d'etablissement des societes d'assurances mutuelles(1 à 5 milliards FCFA pour les societes anonymes et de 800 millions de FCFA pour les societes mutuelles)","Sous regional"
"106",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA464","B5",2016,"421756970","TRANSPORTS",NA,"ev12","Autorisation d’exercer des experts en évaluation évaluation immobilière auprès des entreprises d’assurances, de micro-assurance et de réassurance.","Sous regional"
"107",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA465","B5",2017,"570790180","TRANSPORTS",NA,"ev10","Interdiction de souscrire une assurance directe à l'étranger","Sous regional"
"108",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA466","B5",2018,"797299298","TRANSPORTS",NA,"ev8","Modification du régime financier applicable aux société d'assurance","Sous regional"
"109",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA466","B5",2018,"797299298","TRANSPORTS",NA,"ev9","Modification des dispositions relatives aux sanctions en assurances","Sous regional"
"110",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA467","B5",2019,"978765871","TRANSPORTS",NA,"ev7","Règlementation des opérations d'assurance Takaful dans les Etats membres .","Socio-economique"
"111",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA470","B6",2011,"82282073","AUTRES RISQUES DIVERS",0,"ev5","Création du pool TPV(Transport Public Voyageur) en CI","National"
"112",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA470","B6",2011,"82282073","AUTRES RISQUES DIVERS",0,"ev6","Obligation aux compagnies d'assurances d'informer les autorités de controle sur les sinistres de grande ampleur relatifs aux accidents de la circulation","Sous regional"
"113",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA471","B6",2012,"28812108","AUTRES RISQUES DIVERS",NA,"ev4","Organisation des oppérations de micro-assurance dans la zone CIMA","Sous regional"
"114",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA473","B6",2016,"228984462","AUTRES RISQUES DIVERS",NA,"ev2","Obligation d’information de la commission régionale de contrôle des assurances(CRCA) par les commissaires aux comptes des sociétés d’assurance et de réassurance","Sous regional"
"115",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA473","B6",2016,"228984462","AUTRES RISQUES DIVERS",NA,"ev3","Paiement obligatoire de la prime avant la prise d'effet du contrat d'assurance.","Sous regional"
"116",13,"S11","ATLANTIQUE, ex MACI","NON VIE","non","non",2005,"CA473","B6",2016,"228984462","AUTRES RISQUES DIVERS",NA,"ev11","Augmentation du capital minimum des societes et du fonds d'etablissement des societes d'assurances mutuelles(1 à 5 milliards FCFA pour les societes anonymes et de 800 millions de FCFA pour les societes mutuelles)","Sous regional"
